Company,Category,Segment,HQ,Sales_Rs_Cr,Employees,Total_Logistics_Spend_Rs_Cr,Key_Locations,tier0_score,original_tier,website_url,linkedin_url,has_trigger_news,trigger_news_count,total_contacts,dm_contact_count,best_contact,has_stated_priorities,priority_signals,priority_signal_count,has_it_hiring,it_hiring_summary,final_score,final_tier
Triveni Turbine,Auto & Engineering,Project Cargo,Bangalore,1200.0,1500.0,35.0,Bangalore (KA),55,D,https://www.triveniturbine.com,https://www.linkedin.com/company/triveni-turbine,True,1,0,0,,True,"digital_transformation,expansion,cost_optimization,sustainability",4,False,,90,B
Adani Enterprises (Coal),Energy & Fuel,Coal Fuel,Ahmedabad,80000.0,10000.0,225.0,"Mundra, Dhamra ports",65,D,,https://www.linkedin.com/company/adani-enterprises-coal,False,0,0,0,,True,"digital_transformation,cost_optimization,sustainability",3,False,,89,B
NMDC Steel,Steel & Metals,Steel Semi Finished,Hyderabad,6000.0,2000.0,41.0,Nagarnar (CG),55,D,https://www.nmdcsteel.com,https://www.linkedin.com/company/nmdc-steel,True,1,0,0,,True,"digital_transformation,expansion,cost_optimization",3,False,,89,B
Vestas India,Auto & Engineering,Project Cargo,Denmark,4000.0,3000.0,107.0,Chennai (TN),65,D,https://www.vestas.com,https://www.linkedin.com/company/vestas,False,0,0,0,,True,"digital_transformation,expansion,cost_optimization",3,False,,89,B
Microns,Mining & Minerals,Industrial Minerals,Vadodara,800.0,1500.0,30.0,"Alwar (RJ), Pithampur (MP), Kutch",65,D,https://www.microns.com,https://www.linkedin.com/company/microns,False,0,0,0,,True,"digital_transformation,expansion,sustainability",3,False,,89,B
Apollo Tyres,Auto & Engineering,Tyres,Gurugram,22000.0,,160.0,"Vadodara (GJ), Chennai, Kerala, Netherlands",65,D,https://www.apollotyres.com,https://www.linkedin.com/company/apollo-tyres,False,0,0,0,,True,"digital_transformation,expansion,cost_optimization",3,False,,89,B
Gujarat Narmada Valley,Chemicals & Petrochemicals,Fertilizers,Bharuch,7500.0,4500.0,135.0,Bharuch (GJ),65,D,,https://www.linkedin.com/company/gujarat-narmada-valley,False,0,0,0,,True,"digital_transformation,expansion,cost_optimization",3,False,,89,B
NMDC (Steel),Steel & Metals,Steel Flats Longs,Hyderabad,8000.0,2000.0,46.0,Nagarnar (CG),55,D,https://www.nmdcsteel.com,https://www.linkedin.com/company/nmdc-steel,True,1,0,0,,True,"digital_transformation,expansion,cost_optimization",3,False,,89,B
Ninjacart,Agriculture & Food,Agri Produce Perishables,Bangalore,2500.0,4000.0,150.0,"Bangalore, Hyderabad, Chennai, Delhi",55,D,https://www.ninjacart.com,https://www.linkedin.com/company/ninjacart,True,1,0,0,,True,"digital_transformation,expansion,cost_optimization",3,False,,89,B
BASF Coatings,Chemicals & Petrochemicals,Paints Coatings,Mumbai,1800.0,600.0,61.0,"Mangalore (KA), Thane (MH)",55,D,https://www.basfcoatings.com,https://www.linkedin.com/company/basf-coatings,True,1,0,0,,True,"digital_transformation,cost_optimization,sustainability",3,False,,89,B
Rubfila International,Chemicals & Petrochemicals,Rubber Latex,Kottayam,800.0,1000.0,30.0,"Kottayam (KL), Chennai",55,D,https://www.rubfilainternational.com,https://www.linkedin.com/company/rubfila-international,True,1,0,0,,True,"digital_transformation,expansion,cost_optimization",3,False,,89,B
Novelis India,Steel & Metals,Non Ferrous Metals,Atlanta,3500.0,1200.0,83.0,Hirakud (OD),65,D,https://www.novelis.com,https://www.linkedin.com/company/novelis,False,0,0,0,,True,"digital_transformation,cost_optimization,sustainability",3,False,,89,B
JSW Energy,Energy & Fuel,Solar Renewable,Mumbai,15000.0,3000.0,180.0,Vijayanagar (KA),55,D,https://www.jswenergy.com,https://www.linkedin.com/company/jsw-energy,True,1,0,0,,True,"digital_transformation,expansion,cost_optimization",3,False,,89,B
Chemical Traders,Chemicals & Petrochemicals,Acids Solvents,,10000.0,3000.0,132.0,"Gujarat, Maharashtra",65,D,https://www.chemicaltraders.com,https://www.linkedin.com/company/chemical-traders,False,0,0,0,,True,"digital_transformation,expansion,sustainability",3,False,,89,B
LT Foods,FMCG & Consumer,Food Processing,Gurugram,6500.0,3000.0,80.0,"Bahalgarh (HR), Sonepat",55,D,https://www.ltfoods.com,https://www.linkedin.com/company/lt-foods,True,1,0,0,,True,"digital_transformation,expansion,cost_optimization",3,False,,89,B
Heritage Foods,FMCG & Consumer,Dairy Products,Hyderabad,3500.0,2500.0,41.0,"Hyderabad, Bangalore, Chennai, Delhi",65,D,https://www.heritagefoods.com,https://www.linkedin.com/company/heritage-foods,False,0,0,0,,True,"digital_transformation,expansion,cost_optimization",3,False,,89,B
Reliance Industries (O&G),Energy & Fuel,Oil Gas Services,Mumbai,800000.0,25000.0,405.0,"Jamnagar (GJ), KG Basin",65,D,,https://www.linkedin.com/company/reliance-oandg,False,0,0,0,,True,"digital_transformation,expansion,cost_optimization",3,False,,89,B
Bhushan Steel (Tata),Steel & Metals,Steel Coils,Kolkata,20000.0,8000.0,91.0,"Angul (OD), Khopoli (MH)",65,D,,https://www.linkedin.com/company/bhushan-steel-tata,False,0,0,0,,True,"digital_transformation,expansion,cost_optimization",3,False,,89,B
Thermax,Auto & Engineering,Project Cargo,Pune,8000.0,8000.0,87.0,"Pune (MH), Baroda (GJ), Chennai",65,D,https://www.thermax.com,https://www.linkedin.com/company/thermax,False,0,0,0,,True,"digital_transformation,expansion,cost_optimization",3,False,,89,B
Prataap Snacks,FMCG & Consumer,Fmcg Foods Personal Care,Indore,1800.0,3500.0,60.0,"Indore (MP), Jammu, Kolkata, Guwahati",65,D,https://www.prataapsnacks.com,https://www.linkedin.com/company/prataap-snacks,False,0,0,0,,True,"digital_transformation,expansion,cost_optimization",3,False,,89,B
Carrier Midea,FMCG & Consumer,Consumer Durables,Gurugram,4500.0,2000.0,121.0,"Bawal (HR), Supa (MH)",65,D,https://www.carriermideaindia.com,https://www.linkedin.com/company/carrier-midea,False,0,0,0,,True,"digital_transformation,cost_optimization,sustainability",3,False,,89,B
Sika India,Chemicals & Petrochemicals,Paints Coatings,Mumbai,2800.0,1500.0,86.0,"Khopoli (MH), Kalol (GJ), Hosur (TN), Baddi",65,D,https://www.sika.com,https://www.linkedin.com/company/sika,False,0,0,0,,True,"digital_transformation,expansion,cost_optimization",3,False,,89,B
JSW Steel (Scrap),Steel & Metals,Metal Scrap,Mumbai,4000.0,1200.0,78.0,"Dolvi (MH), Vijayanagar (KA), Salem (TN)",65,D,,https://www.linkedin.com/company/jsw-steel-scrap,False,0,0,0,,True,"digital_transformation,expansion,cost_optimization",3,False,,89,B
Dabur (Real Juice),FMCG & Consumer,Beverages,Delhi,2000.0,1200.0,65.0,"Baddi (HP), Haridwar (UK), Silvassa",65,D,,https://www.linkedin.com/company/dabur-real-juice,False,0,0,0,,True,"digital_transformation,expansion,cost_optimization",3,False,,89,B
Titagarh Rail,Steel & Metals,Steel Railways,Kolkata,4000.0,5000.0,77.0,"Titagarh (WB), Uttarpara, Latur",65,D,https://www.titagarhrail.com,https://www.linkedin.com/company/titagarh-rail,False,0,0,0,,True,"digital_transformation,expansion,cost_optimization",3,False,,89,B
Apar Industries (Cables),Auto & Engineering,Wires Cables,Mumbai,3500.0,2000.0,66.0,"Umbergaon (GJ), Jharsuguda (OD), Silvassa",65,D,https://www.aparcables.com,https://www.linkedin.com/company/apar-cables,False,0,0,0,,True,"digital_transformation,expansion,cost_optimization",3,False,,89,B
L&T Metro Rail,Steel & Metals,Steel Railways,Mumbai,8000.0,5000.0,145.0,"Vadodara (GJ), Chennai",65,D,,https://www.linkedin.com/company/landt-metro-rail,False,0,0,0,,True,"digital_transformation,cost_optimization,sustainability",3,False,,89,B
Usha Martin,Steel & Metals,Steel Wire Products,Kolkata,2200.0,3500.0,69.0,"Ranchi (JH), Hoshiarpur (PB), Silvassa",65,D,https://www.ushamartin.com,https://www.linkedin.com/company/usha-martin,False,0,0,0,,True,"digital_transformation,expansion,cost_optimization",3,False,,89,B
Tata Steel (Tubes),Steel & Metals,Steel Pipes Tubes,Mumbai,8000.0,3000.0,91.0,"Jamshedpur (JH), Dewas (MP), Pune (MH), Khopoli (MH)",65,D,https://www.tatasteeltubes.com,https://www.linkedin.com/company/tata-steel-tubes,False,0,0,0,,True,"digital_transformation,expansion,cost_optimization",3,False,,89,B
Daimler India (BharatBenz),Auto & Engineering,Auto Oem,Chennai,6500.0,3000.0,72.0,Oragadam (TN),65,D,,https://www.linkedin.com/company/daimler-bharatbenz,False,0,0,0,,True,"digital_transformation,expansion,cost_optimization",3,False,,89,B
PepsiCo (Frito-Lay),FMCG & Consumer,Food Processing,Gurugram,8000.0,4000.0,96.0,"Kolkata, Pune, Channo (PB), Nelamangala (KA)",65,D,,https://www.linkedin.com/company/pepsico-frito-lay,False,0,0,0,,True,"digital_transformation,expansion,cost_optimization",3,False,,89,B
Prince Pipes,Chemicals & Petrochemicals,Petrochemicals Polymers,Mumbai,3200.0,2500.0,77.0,"Jaipur (RJ), Haridwar (UK), Chennai",65,D,https://www.princepipes.com,https://www.linkedin.com/company/prince-pipes,False,0,0,0,,True,"digital_transformation,expansion,cost_optimization",3,False,,89,B
DCM Shriram (Agri),FMCG & Consumer,Food Grains Staples,Delhi,3000.0,2000.0,91.0,"Kota (RJ), Hyderabad, Delhi",65,D,https://www.dcmshriramagri.com,https://www.linkedin.com/company/dcm-shriram-agri,False,0,0,0,,True,"digital_transformation,expansion,cost_optimization",3,False,,89,B
Gokaldas Exports,FMCG & Consumer,Textiles Apparel,Bangalore,2500.0,50000.0,86.0,"Bangalore (KA), Hassan (KA), Mysore (KA), Chennai",65,D,https://www.gokaldasexports.com,https://www.linkedin.com/company/gokaldas-exports,False,0,0,0,,True,"digital_transformation,expansion,cost_optimization",3,False,,89,B
Tata AutoComp,Chemicals & Petrochemicals,Rubber Latex,Pune,2500.0,4000.0,58.0,"Pune (MH), Chennai, Pantnagar",60,D,https://www.tataautocomp.com,https://www.linkedin.com/company/tata-autocomp,True,1,0,0,,True,digital_transformation,1,False,,88,B
HEG Ltd,Chemicals & Petrochemicals,Graphite Carbon,Delhi,4500.0,2500.0,58.0,Mandideep (MP),60,D,https://www.heg.com,https://www.linkedin.com/company/heg,True,1,0,0,,True,digital_transformation,1,False,,88,B
DMart (Staples),FMCG & Consumer,Food Grains Staples,Mumbai,8000.0,5000.0,198.0,Pan-India,70,D,,https://www.linkedin.com/company/dmart-staples,False,0,0,0,,True,digital_transformation,1,False,,88,B
Alang Ship Breaking Assn,Steel & Metals,Metal Scrap,Bhavnagar,15000.0,25000.0,225.0,Alang (GJ),70,D,,https://www.linkedin.com/company/alang-ship-breaking-assn,False,0,0,0,,True,digital_transformation,1,False,,88,B
Syngenta India,Chemicals & Petrochemicals,Agrochemicals,Pune,4500.0,2500.0,138.0,"Goa, Coimbatore (TN), Hyderabad",70,D,https://www.syngenta.com,https://www.linkedin.com/company/syngenta,False,0,0,0,,True,digital_transformation,1,False,,88,B
Agro Tech Foods,FMCG & Consumer,Food Grains Staples,Secunderabad,1400.0,1200.0,46.0,"Kashipur (UK), Hyderabad (TS), Nanded",70,D,https://www.agrotechfoods.co.in,https://www.linkedin.com/company/agro-tech-foods,False,0,0,0,,True,digital_transformation,1,False,,88,B
Shalimar Paints,Chemicals & Petrochemicals,Paints Coatings,Delhi,700.0,1200.0,24.0,"Howrah (WB), Nashik (MH), Sikandrabad (UP)",70,D,https://www.shalimarpaints.com,https://www.linkedin.com/company/shalimar-paints,False,0,0,0,,True,digital_transformation,1,False,,88,B
Serum Institute,FMCG & Consumer,Pharma Healthcare,Pune,18000.0,8000.0,210.0,Pune (MH),70,D,https://www.seruminstitute.com,https://www.linkedin.com/company/serum-institute,False,0,0,0,,True,digital_transformation,1,False,,88,B
MRF Ltd,Auto & Engineering,Tyres,Chennai,25000.0,,180.0,"Chennai, Puducherry, Goa, Hyderabad, Ankenpally",70,D,https://www.mrf.com,https://www.linkedin.com/company/mrf,False,0,0,0,,True,digital_transformation,1,False,,88,B
ABB India,Auto & Engineering,Project Cargo,Bangalore,12000.0,5000.0,97.0,"Vadodara (GJ), Bangalore, Nashik",70,D,https://www.abb.com,https://www.linkedin.com/company/abb,False,0,0,0,,True,digital_transformation,1,False,,88,B
Linde India,Chemicals & Petrochemicals,Industrial Gases,Kolkata,3200.0,2500.0,95.0,"Pan-India (Jamshedpur, Taloja, Bellary, Hazira, Chennai)",70,D,https://www.linde.com,https://www.linkedin.com/company/linde,False,0,0,0,,True,digital_transformation,1,False,,88,B
Fosroc India,Chemicals & Petrochemicals,Paints Coatings,Bangalore,800.0,600.0,28.0,"Bangalore (KA), Mumbai, Gurgaon",60,D,https://www.fosroc.com,https://www.linkedin.com/company/fosroc,True,1,0,0,,True,digital_transformation,1,False,,88,B
RINL (Vizag Steel),Steel & Metals,Steel Coils,Vizag,25000.0,16000.0,107.0,Visakhapatnam (AP),70,D,,https://www.linkedin.com/company/rinl-vizag-steel,False,0,0,0,,True,digital_transformation,1,False,,88,B
Alok Industries,FMCG & Consumer,Textiles Apparel,Mumbai,4000.0,20000.0,120.0,"Silvassa, Vapi (GJ), Navi Mumbai",70,D,https://www.alok.co.in,https://www.linkedin.com/company/alok,False,0,0,0,,True,digital_transformation,1,False,,88,B
GNFC Ltd,Chemicals & Petrochemicals,Fertilizers,Bharuch,7500.0,4500.0,130.0,Bharuch (GJ),70,D,https://www.gnfc.com,https://www.linkedin.com/company/gnfc,False,0,0,0,,True,digital_transformation,1,False,,88,B
Ircon International,Steel & Metals,Steel Railways,Delhi,12000.0,4000.0,130.0,Pan-India,70,D,https://www.irconinternational.com,https://www.linkedin.com/company/ircon-international,False,0,0,0,,True,digital_transformation,1,False,,88,B
Solvent Extractors Assn,Chemicals & Petrochemicals,Acids Solvents,,15000.0,8000.0,115.0,"Gujarat, Maharashtra",70,D,,https://www.linkedin.com/company/solvent-extractors-assn,False,0,0,0,,True,digital_transformation,1,False,,88,B
Garden Silk Mills,Chemicals & Petrochemicals,Synthetic Fibres,Surat,2500.0,3000.0,49.0,"Surat (GJ), Vapi",60,D,https://www.gardensilkmills.com,https://www.linkedin.com/company/garden-silk-mills,True,1,0,0,,True,digital_transformation,1,False,,88,B
Orient Electric,FMCG & Consumer,Consumer Durables,New Delhi,3200.0,3000.0,90.0,"Faridabad (HR), Kolkata (WB), Noida (UP)",60,D,https://www.orientelectric.com,https://www.linkedin.com/company/orient-electric,True,1,0,0,,True,digital_transformation,1,False,,88,B
Adani Solar (Mundra),Energy & Fuel,Solar Renewable,Ahmedabad,15000.0,5000.0,350.0,"Mundra (GJ), Ahmedabad (GJ)",60,D,,https://www.linkedin.com/company/adani-solar-mundra,True,1,0,0,,True,digital_transformation,1,False,,88,B
K.P.R. Mill,Chemicals & Petrochemicals,Synthetic Fibres,Coimbatore,5500.0,25000.0,83.0,"Coimbatore (TN), Tirupur, Sathyamangalam",60,D,https://www.kprmill.com,https://www.linkedin.com/company/kpr-mill,True,1,0,0,,True,digital_transformation,1,False,,88,B
Mars India,FMCG & Consumer,Fmcg Foods Personal Care,Mumbai,2500.0,1500.0,76.0,"Bhiwandi (MH), Bangalore",60,D,https://www.mars.com,https://www.linkedin.com/company/mars,True,1,0,0,,True,digital_transformation,1,False,,88,B
Galaxy Surfactants,Chemicals & Petrochemicals,Specialty Chemicals,Navi Mumbai,4200.0,2000.0,120.0,"Taloja (MH), Jhagadia (GJ), Egypt",70,D,https://www.galaxysurfactants.com,https://www.linkedin.com/company/galaxy-surfactants,False,0,0,0,,True,digital_transformation,1,False,,88,B
Megha Engineering,Auto & Engineering,Project Cargo,Hyderabad,20000.0,15000.0,165.0,Hyderabad,70,D,https://www.meghaengineering.com,https://www.linkedin.com/company/megha-engineering,False,0,0,0,,True,digital_transformation,1,False,,88,B
Glencore India,FMCG & Consumer,Food Grains Staples,,12000.0,500.0,245.0,"Mumbai, Kandla, Chennai",70,D,https://www.glencore.com,https://www.linkedin.com/company/glencore,False,0,0,0,,True,digital_transformation,1,False,,88,B
Tata Hitachi Construction Machinery,Auto & Engineering,Construction Mining Equipment,Bengaluru,5000.0,4000.0,0.0,,60,D,,https://www.linkedin.com/company/tata-hitachi-construction-machinery,True,1,0,0,,True,digital_transformation,1,False,,88,B
Jindal Poly Films,Chemicals & Petrochemicals,Petrochemicals Polymers,Mumbai,4800.0,2200.0,102.0,"Nashik (MH), Silvassa",70,D,,https://www.linkedin.com/company/jindal-poly-films,False,0,0,0,,True,digital_transformation,1,False,,88,B
Nagarjuna Fertilisers,Chemicals & Petrochemicals,Fertilizers,Hyderabad,6500.0,3000.0,112.0,"Kakinada (AP), Hyderabad (TS)",70,D,https://www.nagarjunafertilisers.com,https://www.linkedin.com/company/nagarjuna-fertilisers,False,0,0,0,,True,digital_transformation,1,False,,88,B
Shyam Steel,Steel & Metals,Steel Structural,Kolkata,6000.0,3500.0,53.0,"Durgapur (WB), Jamuria (WB), Sambalpur (OD)",65,D,https://www.shyamsteel.com,https://www.linkedin.com/company/shyam-steel,False,0,0,0,,True,"digital_transformation,expansion",2,False,,86,B
JCB India,Auto & Engineering,Project Cargo,Ballabgarh,5000.0,4000.0,97.0,"Ballabgarh (HR), Pune (MH)",55,D,https://www.jcb.com,https://www.linkedin.com/company/jcb,True,1,0,0,,True,"digital_transformation,expansion",2,False,,86,B
Neyveli Lignite,Mining & Minerals,Industrial Minerals,Chennai,12000.0,18000.0,92.0,"Neyveli (TN), Rajasthan, Gujarat",65,D,,https://www.linkedin.com/company/neyveli-lignite,False,0,0,0,,True,"digital_transformation,cost_optimization",2,False,,86,B
Century Aluminium,Steel & Metals,Non Ferrous Metals,Silvassa,1200.0,800.0,29.0,"Silvassa, Bhiwadi, Bangalore",65,D,https://www.centuryaluminium.com,https://www.linkedin.com/company/century-aluminium,False,0,0,0,,True,"digital_transformation,cost_optimization",2,False,,86,B
Vikram Solar,Energy & Fuel,Solar Renewable,Kolkata,6000.0,3000.0,168.0,"Falta (WB), Chennai (TN)",55,D,https://www.vikramsolar.com,https://www.linkedin.com/company/vikram-solar,True,1,0,0,,True,"digital_transformation,expansion",2,False,,86,B
Rashmi Metaliks,Steel & Metals,Steel Structural,Kolkata,4000.0,2000.0,36.0,"Kharagpur (WB), Durgapur (WB)",55,D,https://www.rashmimetaliks.com,https://www.linkedin.com/company/rashmi-metaliks,True,1,0,0,,True,"digital_transformation,expansion",2,False,,86,B
Essar Oil (Nayara),Energy & Fuel,Oil Gas Services,Mumbai,100000.0,3000.0,105.0,Vadinar (GJ),65,D,,https://www.linkedin.com/company/essar-oil-nayara,False,0,0,0,,True,"digital_transformation,expansion",2,False,,86,B
Corteva Agriscience,Chemicals & Petrochemicals,Agrochemicals,Hyderabad,3200.0,1500.0,96.0,Hyderabad (TS),55,D,,https://www.linkedin.com/company/corteva-agriscience,True,1,0,0,,True,"digital_transformation,expansion",2,False,,86,B
Dodla Dairy,FMCG & Consumer,Dairy Products,Hyderabad,3000.0,2000.0,36.0,"Hyderabad, Nellore, Mysore, Kenya",65,D,https://www.dodladairy.com,https://www.linkedin.com/company/dodla-dairy,False,0,0,0,,True,"digital_transformation,expansion",2,False,,86,B
Haier India,FMCG & Consumer,Consumer Durables,Greater Noida,6000.0,3500.0,165.0,"Greater Noida (UP), Pune (MH)",65,D,https://www.haier.com,https://www.linkedin.com/company/haier,False,0,0,0,,True,"digital_transformation,expansion",2,False,,86,B
Indian Rare Earths,Mining & Minerals,Mining Minerals,Mumbai,2000.0,3500.0,48.0,"Kerala (Chavara), TN (Manavalakurichi), Odisha",65,D,https://www.indianrareearths.com,https://www.linkedin.com/company/indian-rare-earths,False,0,0,0,,True,"digital_transformation,expansion",2,False,,86,B
ReNew Power,Auto & Engineering,Project Cargo,Gurugram,6000.0,3000.0,103.0,Pan-India,65,D,https://www.renewpower.com,https://www.linkedin.com/company/renew-power,False,0,0,0,,True,"digital_transformation,expansion",2,False,,86,B
Mold-Tek Packaging,Chemicals & Petrochemicals,Petrochemicals Polymers,Hyderabad,900.0,1200.0,24.0,"Hyderabad (TS), Vizag, Daman",65,D,https://www.moldtekpackaging.com,https://www.linkedin.com/company/mold-tek-packaging,False,0,0,0,,True,"digital_transformation,expansion",2,False,,86,B
Precision Wires,Steel & Metals,Non Ferrous Metals,Mumbai,2800.0,1200.0,61.0,"Vasai (MH), Silvassa, Nashik",65,D,https://www.precisionwires.com,https://www.linkedin.com/company/precision-wires,False,0,0,0,,True,"digital_transformation,expansion",2,False,,86,B
Bikaji Foods,FMCG & Consumer,Fmcg Foods Personal Care,Bikaner,2500.0,6000.0,85.0,"Bikaner (RJ), Guwahati, Kolkata, Karnal",65,D,https://www.bikajifoods.com,https://www.linkedin.com/company/bikaji-foods,False,0,0,0,,True,"digital_transformation,expansion",2,False,,86,B
Gujarat Narmada Fertilizers,Chemicals & Petrochemicals,Acids Solvents,Bharuch,2000.0,1000.0,28.0,Bharuch (GJ),55,D,,https://www.linkedin.com/company/gujarat-narmada-fertilizers,True,1,0,0,,True,"digital_transformation,expansion",2,False,,86,B
Jindal Stainless (Flats),Steel & Metals,Steel Flats Longs,Delhi,12000.0,4000.0,58.0,"Jajpur (OD), Hisar (HR)",65,D,,https://www.linkedin.com/company/jindal-stainless-flats,False,0,0,0,,True,"digital_transformation,cost_optimization",2,False,,86,B
DCW Ltd,Chemicals & Petrochemicals,Petrochemicals Polymers,Chennai,2200.0,1500.0,53.0,Sahupuram (TN),65,D,https://www.dcw.com,https://www.linkedin.com/company/dcw,False,0,0,0,,True,"digital_transformation,expansion",2,False,,86,B
Gravita India,Steel & Metals,Non Ferrous Metals,Jaipur,3200.0,2000.0,75.0,"Jaipur (RJ), Mundra (GJ), Chittoor (AP)",65,D,https://www.gravita.com,https://www.linkedin.com/company/gravita,False,0,0,0,,True,"digital_transformation,expansion",2,False,,86,B
Sundram Fasteners,Chemicals & Petrochemicals,Rubber Latex,Chennai,800.0,1200.0,30.0,"Chennai (TN), Hosur",55,D,https://www.sundramfasteners.com,https://www.linkedin.com/company/sundram-fasteners,True,1,0,0,,True,"digital_transformation,expansion",2,False,,86,B
Electrosteel,Steel & Metals,Steel Flats Longs,Kolkata,4000.0,2000.0,26.0,Bokaro (JH),55,D,https://www.electrosteel.com,https://www.linkedin.com/company/electrosteel,True,1,0,0,,True,"digital_transformation,expansion",2,False,,86,B
Indo Gulf Fertilisers,Chemicals & Petrochemicals,Fertilizers,Delhi,4000.0,1200.0,73.0,Jagdishpur (UP),55,D,https://www.indogulffertilisers.com,https://www.linkedin.com/company/indo-gulf-fertilisers,True,1,0,0,,True,"digital_transformation,cost_optimization",2,False,,86,B
Godrej & Boyce,Auto & Engineering,Power Industrial Equipment,Mumbai,16500.0,12000.0,0.0,,65,D,https://www.godrejboyce.com,https://www.linkedin.com/company/godrej-and-boyce,False,0,0,0,,True,"digital_transformation,expansion",2,False,,86,B
MOIL Ltd,Mining & Minerals,Mining Minerals,Nagpur,1800.0,5500.0,43.0,"Nagpur (MH), Balaghat (MP)",65,D,https://www.moil.co.in,https://www.linkedin.com/company/moil,False,0,0,0,,True,"digital_transformation,expansion",2,False,,86,B
Marico (Saffola),FMCG & Consumer,Food Grains Staples,Mumbai,2000.0,1000.0,62.0,"Perundurai (TN), Baddi (HP), Kanjikode (KL)",65,D,,https://www.linkedin.com/company/marico-saffola,False,0,0,0,,True,"digital_transformation,expansion",2,False,,86,B
DMRC (Procurement),Steel & Metals,Steel Railways,Delhi,10000.0,5000.0,105.0,Delhi projects,65,D,,https://www.linkedin.com/company/dmrc-procurement,False,0,0,0,,True,"digital_transformation,expansion",2,False,,86,B
JSW Steel (Coal),Energy & Fuel,Coal Fuel,Mumbai,35000.0,5000.0,168.0,"Karnataka, Maharashtra, Tamil Nadu",65,D,,https://www.linkedin.com/company/jsw-steel-coal,False,0,0,0,,True,"digital_transformation,expansion",2,False,,86,B
Nestle India (Dairy),FMCG & Consumer,Dairy Products,Gurugram,8000.0,3000.0,81.0,"Moga (PB), Samalkha (HR), Tahliwal (HP), Pantnagar (UK)",65,D,,https://www.linkedin.com/company/nestle-dairy,False,0,0,0,,True,"digital_transformation,expansion",2,False,,86,B
Phoenix Yule,Chemicals & Petrochemicals,Rubber Latex,Kolkata,600.0,1200.0,23.0,"Kolkata (WB), Durgapur, Chennai",65,D,,https://www.linkedin.com/company/phoenix-yule,False,0,0,0,,True,"digital_transformation,expansion",2,False,,86,B
Cremica,FMCG & Consumer,Fmcg Foods Personal Care,Ludhiana,1200.0,2500.0,42.0,"Ludhiana (PB), Baddi (HP), Noida",65,D,https://www.cremica.com,https://www.linkedin.com/company/cremica,False,0,0,0,,True,"digital_transformation,expansion",2,False,,86,B
AM/NS India (Plates),Steel & Metals,Steel Flats Longs,Mumbai,18000.0,5000.0,83.0,Hazira (GJ),65,D,,https://www.linkedin.com/company/amns-plates,False,0,0,0,,True,"digital_transformation,expansion",2,False,,86,B
Olam Agri (Oils),FMCG & Consumer,Edible Oils,Singapore,8000.0,1000.0,165.0,"Cochin (KL), Vizag (AP), Mumbai",65,D,,https://www.linkedin.com/company/olam-agri-oils,False,0,0,0,,True,"digital_transformation,expansion",2,False,,86,B
Realme India,FMCG & Consumer,Consumer Durables,Noida,8000.0,1500.0,104.0,Greater Noida (UP),65,D,https://www.realme.com,https://www.linkedin.com/company/realme,False,0,0,0,,True,"digital_transformation,expansion",2,False,,86,B
Perfetti Van Melle,FMCG & Consumer,Fmcg Foods Personal Care,,3000.0,3500.0,94.0,"Rudrapur (UK), Chennai, Manesar",65,D,https://www.perfettivanmelle.com,https://www.linkedin.com/company/perfetti-van-melle,False,0,0,0,,True,"digital_transformation,expansion",2,False,,86,B
JCB India Ltd,Auto & Engineering,Construction Mining Equipment,Delhi,18825.0,6000.0,0.0,,65,D,https://www.jcb.com,https://www.linkedin.com/company/jcb,False,0,0,0,,True,"digital_transformation,expansion",2,False,,86,B
Gemini Edibles,FMCG & Consumer,Edible Oils,Kakinada,8000.0,2000.0,98.0,"Kakinada (AP), Krishnapatnam, Mangalore",65,D,,https://www.linkedin.com/company/gemini-edibles,False,0,0,0,,True,"digital_transformation,expansion",2,False,,86,B
Dhanuka Agritech,Chemicals & Petrochemicals,Agrochemicals,Delhi,1900.0,1500.0,61.0,"Udaipur (RJ), Sanand (GJ), Keshwana (RJ)",65,D,https://www.dhanukaagritech.com,https://www.linkedin.com/company/dhanuka-agritech,False,0,0,0,,True,"digital_transformation,cost_optimization",2,False,,86,B
BHEL (Rail),Steel & Metals,Steel Railways,Delhi,5000.0,8000.0,98.0,"Haridwar (UK), Jhansi (UP), Bhopal",65,D,,https://www.linkedin.com/company/bhel-rail,False,0,0,0,,True,"digital_transformation,cost_optimization",2,False,,86,B
Manaksia Aluminium,Steel & Metals,Non Ferrous Metals,Kolkata,2800.0,1500.0,61.0,"Jharsuguda (OD), Kolkata, Pune",65,D,https://www.manaksiaaluminium.com,https://www.linkedin.com/company/manaksia-aluminium,False,0,0,0,,True,"digital_transformation,expansion",2,False,,86,B
Air Liquide India,Chemicals & Petrochemicals,Industrial Gases,Chennai,2000.0,1500.0,65.0,"Gujarat, Tamil Nadu, Maharashtra, Karnataka",65,D,https://www.airliquide.com,https://www.linkedin.com/company/air-liquide,False,0,0,0,,True,"digital_transformation,expansion",2,False,,86,B
Electrosteel Castings,Steel & Metals,Steel Pipes Tubes,Kolkata,3000.0,1500.0,45.0,"Khardah (WB), Elavur (TN)",55,D,https://www.electrosteelcastings.com,https://www.linkedin.com/company/electrosteel-castings,True,1,0,0,,True,"digital_transformation,expansion",2,False,,86,B
